CLOSPO_RS12580	contig1_1
CLOSPO_RS16675	contig1_777
CLOSPO_RS16680	contig1_778
CLOSPO_RS20005	contig1_779
CLOSPO_RS16685	contig1_780
CLOSPO_RS16690	contig1_781
CLOSPO_RS16695	contig1_782
CLOSPO_RS16700	contig1_783
CLOSPO_RS16705	contig1_784
CLOSPO_RS16710	contig1_785
CLOSPO_RS16715	contig1_786
CLOSPO_RS16720	contig1_787
CLOSPO_RS16725	contig1_788
CLOSPO_RS16730	contig1_789
CLOSPO_RS16735	contig1_790
CLOSPO_RS16740	contig1_791
CLOSPO_RS16745	contig1_792
CLOSPO_RS16750	contig1_793
CLOSPO_RS16755	contig1_794
CLOSPO_RS16760	contig1_795
CLOSPO_RS16765	contig1_796
CLOSPO_RS16770	contig1_797
CLOSPO_RS16775	contig1_798
CLOSPO_RS16780	contig1_799
CLOSPO_RS16790	contig1_800
CLOSPO_RS16795	contig1_801
CLOSPO_RS16800	contig1_802
CLOSPO_RS16805	contig1_803
CLOSPO_RS16810	contig1_804
CLOSPO_RS20455	contig1_805
CLOSPO_RS16815	contig1_806
CLOSPO_RS16820	contig1_807
CLOSPO_RS16825	contig1_808
CLOSPO_RS16830	contig1_809
CLOSPO_RS16835	contig1_810
CLOSPO_RS16840	contig1_811
CLOSPO_RS16845	contig1_812
CLOSPO_RS16850	contig1_813
CLOSPO_RS16855	contig1_814
CLOSPO_RS16860	contig1_815
CLOSPO_RS16865	contig1_816
CLOSPO_RS16870	contig1_817
CLOSPO_RS16875	contig1_818
CLOSPO_RS16880	contig1_819
CLOSPO_RS16885	contig1_820
CLOSPO_RS16890	contig1_821
CLOSPO_RS16895	contig1_822
CLOSPO_RS16900	contig1_823
CLOSPO_RS16910	contig1_824
CLOSPO_RS16915	contig1_825
CLOSPO_RS20010	contig1_826
CLOSPO_RS16925	contig1_827
CLOSPO_RS16930	contig1_828
CLOSPO_RS16935	contig1_829
CLOSPO_RS16940	contig1_830
CLOSPO_RS16945	contig1_831
CLOSPO_RS16950	contig1_832
CLOSPO_RS16955	contig1_833
CLOSPO_RS16960	contig1_834
CLOSPO_RS16965	contig1_835
CLOSPO_RS16970	contig1_836
CLOSPO_RS16975	contig1_837
CLOSPO_RS16980	contig1_838
CLOSPO_RS16985	contig1_839
CLOSPO_RS16990	contig1_840
CLOSPO_RS16995	contig1_841
CLOSPO_RS17000	contig1_842
CLOSPO_RS17005	contig1_843
CLOSPO_RS17010	contig1_844
CLOSPO_RS17015	contig1_845
CLOSPO_RS17020	contig1_846
CLOSPO_RS17025	contig1_847
CLOSPO_RS17030	contig1_848
CLOSPO_RS17040	contig1_849
CLOSPO_RS17045	contig1_850
CLOSPO_RS17050	contig1_851
CLOSPO_RS17055	contig1_852
CLOSPO_RS17060	contig1_853
CLOSPO_RS17065	contig1_854
CLOSPO_RS17070	contig1_855
CLOSPO_RS17075	contig1_856
CLOSPO_RS17085	contig1_857
CLOSPO_RS17090	contig1_858
CLOSPO_RS17095	contig1_859
CLOSPO_RS20015	contig1_860
CLOSPO_RS17100	contig1_861
CLOSPO_RS17105	contig1_862
CLOSPO_RS17110	contig1_863
CLOSPO_RS17115	contig1_864
CLOSPO_RS17120	contig1_865
CLOSPO_RS17125	contig1_866
CLOSPO_RS17130	contig1_867
CLOSPO_RS17135	contig1_868
CLOSPO_RS17140	contig1_869
CLOSPO_RS17145	contig1_870
CLOSPO_RS17150	contig1_871
CLOSPO_RS17155	contig1_872
CLOSPO_RS17160	contig1_873
CLOSPO_RS17165	contig1_874
CLOSPO_RS17170	contig1_875
CLOSPO_RS17175	contig1_876
CLOSPO_RS17180	contig1_877
CLOSPO_RS17185	contig1_878
CLOSPO_RS17190	contig1_879
CLOSPO_RS17195	contig1_880
CLOSPO_RS17200	contig1_881
CLOSPO_RS17205	contig1_882
CLOSPO_RS17210	contig1_883
CLOSPO_RS17215	contig1_884
CLOSPO_RS19840	contig1_885
CLOSPO_RS17220	contig1_886
CLOSPO_RS17225	contig1_887
CLOSPO_RS19505	contig1_888
CLOSPO_RS19510	contig1_889
CLOSPO_RS17230	contig1_890
CLOSPO_RS17235	contig1_891
CLOSPO_RS17240	contig1_892
CLOSPO_RS17245	contig1_893
CLOSPO_RS17250	contig1_894
CLOSPO_RS17255	contig1_895
CLOSPO_RS17260	contig1_896
CLOSPO_RS17265	contig1_897
CLOSPO_RS17270	contig1_898
CLOSPO_RS17275	contig1_899
CLOSPO_RS17280	contig1_900
CLOSPO_RS17285	contig1_901
CLOSPO_RS17290	contig1_902
CLOSPO_RS17295	contig1_903
CLOSPO_RS17300	contig1_904
CLOSPO_RS17305	contig1_905
CLOSPO_RS17310	contig1_906
CLOSPO_RS17315	contig1_907
CLOSPO_RS17320	contig1_908
CLOSPO_RS17325	contig1_909
CLOSPO_RS17330	contig1_910
CLOSPO_RS17340	contig1_911
CLOSPO_RS17345	contig1_912
CLOSPO_RS17350	contig1_913
CLOSPO_RS17355	contig1_914
CLOSPO_RS17360	contig1_915
CLOSPO_RS17365	contig1_916
CLOSPO_RS17370	contig1_917
CLOSPO_RS17375	contig1_918
CLOSPO_RS17380	contig1_919
CLOSPO_RS17385	contig1_920
CLOSPO_RS17390	contig1_921
CLOSPO_RS17395	contig1_922
CLOSPO_RS17400	contig1_923
CLOSPO_RS17405	contig1_924
CLOSPO_RS17410	contig1_925
CLOSPO_RS17415	contig1_926
CLOSPO_RS17420	contig1_927
CLOSPO_RS17425	contig1_928
CLOSPO_RS17430	contig1_929
CLOSPO_RS17435	contig1_930
CLOSPO_RS17440	contig1_931
CLOSPO_RS17445	contig1_932
CLOSPO_RS17450	contig1_933
CLOSPO_RS17455	contig1_934
CLOSPO_RS17460	contig1_935
CLOSPO_RS17465	contig1_936
CLOSPO_RS17470	contig1_937
CLOSPO_RS17475	contig1_938
CLOSPO_RS17480	contig1_939
CLOSPO_RS17485	contig1_940
CLOSPO_RS17490	contig1_941
CLOSPO_RS17495	contig1_942
CLOSPO_RS17500	contig1_943
CLOSPO_RS17505	contig1_944
CLOSPO_RS17510	contig1_945
CLOSPO_RS17515	contig1_946
CLOSPO_RS17520	contig1_947
CLOSPO_RS17525	contig1_948
CLOSPO_RS17530	contig1_949
CLOSPO_RS17535	contig1_950
CLOSPO_RS17540	contig1_951
CLOSPO_RS17545	contig1_952
CLOSPO_RS17550	contig1_953
CLOSPO_RS17555	contig1_954
CLOSPO_RS17560	contig1_955
CLOSPO_RS17565	contig1_956
CLOSPO_RS17570	contig1_957
CLOSPO_RS17575	contig1_958
CLOSPO_RS20285	contig1_959
CLOSPO_RS17580	contig1_960
CLOSPO_RS17585	contig1_961
CLOSPO_RS17590	contig1_962
CLOSPO_RS17595	contig1_963
CLOSPO_RS17600	contig1_964
CLOSPO_RS17605	contig1_965
CLOSPO_RS17610	contig1_966
CLOSPO_RS17615	contig1_967
CLOSPO_RS17620	contig1_968
CLOSPO_RS17625	contig1_969
CLOSPO_RS17630	contig1_970
CLOSPO_RS17635	contig1_971
CLOSPO_RS17640	contig1_972
CLOSPO_RS17645	contig1_973
CLOSPO_RS17650	contig1_974
CLOSPO_RS17655	contig1_975
CLOSPO_RS17660	contig1_976
CLOSPO_RS17665	contig1_977
CLOSPO_RS17670	contig1_978
CLOSPO_RS17675	contig1_979
CLOSPO_RS17680	contig1_980
CLOSPO_RS17685	contig1_981
CLOSPO_RS17690	contig1_982
CLOSPO_RS17695	contig1_983
CLOSPO_RS17700	contig1_984
CLOSPO_RS17705	contig1_985
CLOSPO_RS17710	contig1_986
CLOSPO_RS17715	contig1_987
CLOSPO_RS17720	contig1_988
CLOSPO_RS17725	contig1_989
CLOSPO_RS17730	contig1_990
CLOSPO_RS17735	contig1_991
CLOSPO_RS17740	contig1_992
CLOSPO_RS17750	contig1_993
CLOSPO_RS17755	contig1_994
CLOSPO_RS17760	contig1_995
CLOSPO_RS17765	contig1_996
CLOSPO_RS17770	contig1_997
CLOSPO_RS17775	contig1_998
CLOSPO_RS17780	contig1_999
CLOSPO_RS17785	contig1_1000
CLOSPO_RS20020	contig1_1001
CLOSPO_RS17795	contig1_1002
CLOSPO_RS17800	contig1_1003
CLOSPO_RS17805	contig1_1004
CLOSPO_RS17810	contig1_1005
CLOSPO_RS17815	contig1_1006
CLOSPO_RS17820	contig1_1007
CLOSPO_RS17825	contig1_1008
CLOSPO_RS17830	contig1_1009
CLOSPO_RS17835	contig1_1010
CLOSPO_RS17840	contig1_1011
CLOSPO_RS17845	contig1_1012
CLOSPO_RS17850	contig1_1013
CLOSPO_RS17855	contig1_1014
CLOSPO_RS17860	contig1_1015
CLOSPO_RS17865	contig1_1016
CLOSPO_RS17870	contig1_1017
CLOSPO_RS17875	contig1_1018
CLOSPO_RS17880	contig1_1019
CLOSPO_RS17885	contig1_1020
CLOSPO_RS17890	contig1_1021
CLOSPO_RS17895	contig1_1022
CLOSPO_RS17900	contig1_1023
CLOSPO_RS17905	contig1_1024
CLOSPO_RS17910	contig1_1025
CLOSPO_RS17915	contig1_1026
CLOSPO_RS17920	contig1_1027
CLOSPO_RS17925	contig1_1028
CLOSPO_RS20300	contig1_1029
CLOSPO_RS20305	contig1_1030
CLOSPO_RS17935	contig1_1031
CLOSPO_RS17940	contig1_1032
CLOSPO_RS17945	contig1_1033
CLOSPO_RS17950	contig1_1034
CLOSPO_RS17955	contig1_1035
CLOSPO_RS17960	contig1_1036
CLOSPO_RS17975	contig1_1037
CLOSPO_RS17980	contig1_1038
CLOSPO_RS17985	contig1_1039
CLOSPO_RS17990	contig1_1040
CLOSPO_RS17995	contig1_1041
CLOSPO_RS18000	contig1_1042
CLOSPO_RS18005	contig1_1043
CLOSPO_RS18010	contig1_1044
CLOSPO_RS18015	contig1_1045
CLOSPO_RS18020	contig1_1046
CLOSPO_RS18025	contig1_1047
CLOSPO_RS18030	contig1_1048
CLOSPO_RS18035	contig1_1049
CLOSPO_RS18040	contig1_1050
CLOSPO_RS18045	contig1_1051
CLOSPO_RS18050	contig1_1052
CLOSPO_RS18055	contig1_1053
CLOSPO_RS19545	contig1_1054
CLOSPO_RS18060	contig1_1055
CLOSPO_RS18065	contig1_1056
CLOSPO_RS18070	contig1_1057
CLOSPO_RS18075	contig1_1058
CLOSPO_RS18080	contig1_1059
CLOSPO_RS18085	contig1_1060
CLOSPO_RS18090	contig1_1061
CLOSPO_RS18095	contig1_1062
CLOSPO_RS18100	contig1_1063
CLOSPO_RS18105	contig1_1064
CLOSPO_RS18110	contig1_1065
CLOSPO_RS18115	contig1_1066
CLOSPO_RS18125	contig1_1067
CLOSPO_RS18130	contig1_1068
CLOSPO_RS18135	contig1_1069
CLOSPO_RS18140	contig1_1070
CLOSPO_RS18145	contig1_1071
CLOSPO_RS18150	contig1_1072
CLOSPO_RS18155	contig1_1073
CLOSPO_RS18160	contig1_1074
CLOSPO_RS18165	contig1_1075
CLOSPO_RS18170	contig1_1076
CLOSPO_RS18175	contig1_1077
CLOSPO_RS18180	contig1_1078
CLOSPO_RS18185	contig1_1079
CLOSPO_RS18190	contig1_1080
CLOSPO_RS18195	contig1_1081
CLOSPO_RS18200	contig1_1082
CLOSPO_RS18205	contig1_1083
CLOSPO_RS18210	contig1_1084
CLOSPO_RS18215	contig1_1085
CLOSPO_RS18220	contig1_1086
CLOSPO_RS18225	contig1_1087
CLOSPO_RS18230	contig1_1088
CLOSPO_RS18235	contig1_1089
CLOSPO_RS18240	contig1_1090
CLOSPO_RS18245	contig1_1091
CLOSPO_RS18250	contig1_1092
CLOSPO_RS18255	contig1_1093
CLOSPO_RS18260	contig1_1094
CLOSPO_RS18265	contig1_1095
CLOSPO_RS18270	contig1_1096
CLOSPO_RS18275	contig1_1097
CLOSPO_RS18280	contig1_1098
CLOSPO_RS18285	contig1_1099
CLOSPO_RS18290	contig1_1100
CLOSPO_RS18295	contig1_1101
CLOSPO_RS18300	contig1_1102
CLOSPO_RS18310	contig1_1103
CLOSPO_RS18315	contig1_1104
CLOSPO_RS18320	contig1_1105
CLOSPO_RS19550	contig1_1106
CLOSPO_RS18330	contig1_1107
CLOSPO_RS18335	contig1_1108
CLOSPO_RS18340	contig1_1109
CLOSPO_RS18345	contig1_1110
CLOSPO_RS18350	contig1_1111
CLOSPO_RS18355	contig1_1112
CLOSPO_RS18360	contig1_1113
CLOSPO_RS18365	contig1_1114
CLOSPO_RS18370	contig1_1115
CLOSPO_RS18375	contig1_1116
CLOSPO_RS18380	contig1_1117
CLOSPO_RS18385	contig1_1118
CLOSPO_RS18390	contig1_1119
CLOSPO_RS18395	contig1_1120
CLOSPO_RS18400	contig1_1121
CLOSPO_RS18405	contig1_1122
CLOSPO_RS18410	contig1_1123
CLOSPO_RS18415	contig1_1124
CLOSPO_RS18420	contig1_1125
CLOSPO_RS18425	contig1_1126
CLOSPO_RS18430	contig1_1127
CLOSPO_RS18435	contig1_1128
CLOSPO_RS18440	contig1_1129
CLOSPO_RS18445	contig1_1130
CLOSPO_RS18450	contig1_1131
CLOSPO_RS18455	contig1_1132
CLOSPO_RS18460	contig1_1133
CLOSPO_RS18465	contig1_1134
CLOSPO_RS18470	contig1_1135
CLOSPO_RS18475	contig1_1136
CLOSPO_RS18480	contig1_1137
CLOSPO_RS18485	contig1_1138
CLOSPO_RS19560	contig1_1139
CLOSPO_RS18490	contig1_1140
CLOSPO_RS18495	contig1_1141
CLOSPO_RS18500	contig1_1142
CLOSPO_RS18505	contig1_1143
CLOSPO_RS18510	contig1_1144
CLOSPO_RS18515	contig1_1145
CLOSPO_RS18520	contig1_1146
CLOSPO_RS18525	contig1_1147
CLOSPO_RS18530	contig1_1148
CLOSPO_RS18535	contig1_1149
CLOSPO_RS18540	contig1_1150
CLOSPO_RS18545	contig1_1151
CLOSPO_RS18550	contig1_1152
CLOSPO_RS18555	contig1_1153
CLOSPO_RS18560	contig1_1154
CLOSPO_RS18565	contig1_1155
CLOSPO_RS20390	contig1_1156
CLOSPO_RS18570	contig1_1157
CLOSPO_RS18575	contig1_1158
CLOSPO_RS18580	contig1_1159
CLOSPO_RS18585	contig1_1160
CLOSPO_RS18590	contig1_1161
CLOSPO_RS18595	contig1_1162
CLOSPO_RS20395	contig1_1163
CLOSPO_RS18600	contig1_1164
CLOSPO_RS18605	contig1_1165
CLOSPO_RS18610	contig1_1166
CLOSPO_RS18615	contig1_1167
CLOSPO_RS18620	contig1_1168
CLOSPO_RS20400	contig1_1169
CLOSPO_RS20405	contig1_1170
CLOSPO_RS18630	contig1_1171
CLOSPO_RS18635	contig1_1172
CLOSPO_RS18640	contig1_1173
CLOSPO_RS18645	contig1_1174
CLOSPO_RS18650	contig1_1175
CLOSPO_RS18655	contig1_1176
CLOSPO_RS18660	contig1_1177
CLOSPO_RS18665	contig1_1178
CLOSPO_RS18670	contig1_1179
CLOSPO_RS18675	contig1_1180
CLOSPO_RS18680	contig1_1181
CLOSPO_RS18685	contig1_1182
CLOSPO_RS18690	contig1_1183
CLOSPO_RS18695	contig1_1184
CLOSPO_RS18700	contig1_1185
CLOSPO_RS18705	contig1_1186
CLOSPO_RS18710	contig1_1187
CLOSPO_RS18715	contig1_1188
CLOSPO_RS18720	contig1_1189
CLOSPO_RS18725	contig1_1190
CLOSPO_RS18730	contig1_1191
CLOSPO_RS18735	contig1_1192
CLOSPO_RS18740	contig1_1193
CLOSPO_RS18745	contig1_1194
CLOSPO_RS18750	contig1_1195
CLOSPO_RS18755	contig1_1196
CLOSPO_RS18760	contig1_1197
CLOSPO_RS18765	contig1_1198
CLOSPO_RS18770	contig1_1199
CLOSPO_RS18775	contig1_1200
CLOSPO_RS18780	contig1_1201
CLOSPO_RS18785	contig1_1202
CLOSPO_RS18790	contig1_1203
CLOSPO_RS18795	contig1_1204
CLOSPO_RS18800	contig1_1205
CLOSPO_RS20025	contig1_1206
CLOSPO_RS18810	contig1_1207
CLOSPO_RS18815	contig1_1208
CLOSPO_RS18820	contig1_1209
CLOSPO_RS18825	contig1_1210
CLOSPO_RS18830	contig1_1211
CLOSPO_RS18835	contig1_1212
CLOSPO_RS18840	contig1_1213
CLOSPO_RS18845	contig1_1214
CLOSPO_RS18850	contig1_1215
CLOSPO_RS18855	contig1_1216
CLOSPO_RS18860	contig1_1217
CLOSPO_RS18865	contig1_1218
CLOSPO_RS18870	contig1_1219
CLOSPO_RS18875	contig1_1220
CLOSPO_RS18880	contig1_1221
CLOSPO_RS18890	contig1_1222
CLOSPO_RS18895	contig1_1223
CLOSPO_RS18900	contig1_1224
CLOSPO_RS18905	contig1_1225
CLOSPO_RS18910	contig1_1226
CLOSPO_RS18915	contig1_1227
CLOSPO_RS18920	contig1_1228
CLOSPO_RS18925	contig1_1229
CLOSPO_RS18930	contig1_1230
CLOSPO_RS18935	contig1_1231
CLOSPO_RS18940	contig1_1232
CLOSPO_RS18945	contig1_1233
CLOSPO_RS18950	contig1_1234
CLOSPO_RS18955	contig1_1235
CLOSPO_RS18960	contig1_1236
CLOSPO_RS18965	contig1_1237
CLOSPO_RS18970	contig1_1238
CLOSPO_RS18975	contig1_1239
CLOSPO_RS18980	contig1_1240
CLOSPO_RS18985	contig1_1241
CLOSPO_RS18990	contig1_1242
CLOSPO_RS18995	contig1_1243
CLOSPO_RS19000	contig1_1244
CLOSPO_RS19005	contig1_1245
CLOSPO_RS19010	contig1_1246
CLOSPO_RS00025	contig2_1
CLOSPO_RS00060	contig2_2
CLOSPO_RS00065	contig2_3
CLOSPO_RS00070	contig2_4
CLOSPO_RS00075	contig2_5
CLOSPO_RS00080	contig2_6
CLOSPO_RS00085	contig2_7
CLOSPO_RS00090	contig2_8
CLOSPO_RS00095	contig2_9
CLOSPO_RS00125	contig2_10
CLOSPO_RS00130	contig2_11
CLOSPO_RS00135	contig2_12
CLOSPO_RS00145	contig2_13
CLOSPO_RS00150	contig2_14
CLOSPO_RS00155	contig2_15
CLOSPO_RS00165	contig2_16
CLOSPO_RS00170	contig2_17
CLOSPO_RS00175	contig2_18
CLOSPO_RS00180	contig2_19
CLOSPO_RS00185	contig2_20
CLOSPO_RS00190	contig2_21
CLOSPO_RS00195	contig2_22
CLOSPO_RS00200	contig2_23
CLOSPO_RS00205	contig2_24
CLOSPO_RS00210	contig2_25
CLOSPO_RS00215	contig2_26
CLOSPO_RS00220	contig2_27
CLOSPO_RS00225	contig2_28
CLOSPO_RS00265	contig2_29
CLOSPO_RS00270	contig2_30
CLOSPO_RS00275	contig2_31
CLOSPO_RS00280	contig2_32
CLOSPO_RS00285	contig2_33
CLOSPO_RS00290	contig2_34
CLOSPO_RS00295	contig2_35
CLOSPO_RS00300	contig2_36
CLOSPO_RS00305	contig2_37
CLOSPO_RS00310	contig2_38
CLOSPO_RS00315	contig2_39
CLOSPO_RS00320	contig2_40
CLOSPO_RS00325	contig2_41
CLOSPO_RS00330	contig2_42
CLOSPO_RS00335	contig2_43
CLOSPO_RS00340	contig2_44
CLOSPO_RS00345	contig2_45
CLOSPO_RS00350	contig2_46
CLOSPO_RS00355	contig2_47
CLOSPO_RS00370	contig2_48
CLOSPO_RS00375	contig2_49
CLOSPO_RS00380	contig2_50
CLOSPO_RS00385	contig2_51
CLOSPO_RS00390	contig2_52
CLOSPO_RS00395	contig2_53
CLOSPO_RS00400	contig2_54
CLOSPO_RS00405	contig2_55
CLOSPO_RS00410	contig2_56
CLOSPO_RS00415	contig2_57
CLOSPO_RS00420	contig2_58
CLOSPO_RS00425	contig2_59
CLOSPO_RS00430	contig2_60
CLOSPO_RS00435	contig2_61
CLOSPO_RS00440	contig2_62
CLOSPO_RS00445	contig2_63
CLOSPO_RS00450	contig2_64
CLOSPO_RS00455	contig2_65
CLOSPO_RS00460	contig2_66
CLOSPO_RS00465	contig2_67
CLOSPO_RS00470	contig2_68
CLOSPO_RS00475	contig2_69
CLOSPO_RS00480	contig2_70
CLOSPO_RS00485	contig2_71
CLOSPO_RS00490	contig2_72
CLOSPO_RS00495	contig2_73
CLOSPO_RS00500	contig2_74
CLOSPO_RS00505	contig2_75
CLOSPO_RS00510	contig2_76
CLOSPO_RS00515	contig2_77
CLOSPO_RS00520	contig2_78
CLOSPO_RS00525	contig2_79
CLOSPO_RS00530	contig2_80
CLOSPO_RS00535	contig2_81
CLOSPO_RS00540	contig2_82
CLOSPO_RS00545	contig2_83
CLOSPO_RS00550	contig2_84
CLOSPO_RS00555	contig2_85
CLOSPO_RS00560	contig2_86
CLOSPO_RS00565	contig2_87
CLOSPO_RS00570	contig2_88
CLOSPO_RS00575	contig2_89
CLOSPO_RS00580	contig2_90
CLOSPO_RS00585	contig2_91
CLOSPO_RS00590	contig2_92
CLOSPO_RS00595	contig2_93
CLOSPO_RS00600	contig2_94
CLOSPO_RS00605	contig2_95
CLOSPO_RS00610	contig2_96
CLOSPO_RS00615	contig2_97
CLOSPO_RS00620	contig2_98
CLOSPO_RS00625	contig2_99
CLOSPO_RS00630	contig2_100
CLOSPO_RS00635	contig2_101
CLOSPO_RS00640	contig2_102
CLOSPO_RS00645	contig2_103
CLOSPO_RS00650	contig2_104
CLOSPO_RS00655	contig2_105
CLOSPO_RS00660	contig2_106
CLOSPO_RS00665	contig2_107
CLOSPO_RS00670	contig2_108
CLOSPO_RS00675	contig2_109
CLOSPO_RS00680	contig2_110
CLOSPO_RS00685	contig2_111
CLOSPO_RS00690	contig2_112
CLOSPO_RS00695	contig2_113
CLOSPO_RS00700	contig2_114
CLOSPO_RS00705	contig2_115
CLOSPO_RS00710	contig2_116
CLOSPO_RS00715	contig2_117
CLOSPO_RS00720	contig2_118
CLOSPO_RS00725	contig2_119
CLOSPO_RS00730	contig2_120
CLOSPO_RS00735	contig2_121
CLOSPO_RS00740	contig2_122
CLOSPO_RS00745	contig2_123
CLOSPO_RS00750	contig2_124
CLOSPO_RS00755	contig2_125
CLOSPO_RS00760	contig2_126
CLOSPO_RS00765	contig2_127
CLOSPO_RS00770	contig2_128
CLOSPO_RS00775	contig2_129
CLOSPO_RS00780	contig2_130
CLOSPO_RS00785	contig2_131
CLOSPO_RS00790	contig2_132
CLOSPO_RS00795	contig2_133
CLOSPO_RS00800	contig2_134
CLOSPO_RS00805	contig2_135
CLOSPO_RS00810	contig2_136
CLOSPO_RS00815	contig2_137
CLOSPO_RS00820	contig2_138
CLOSPO_RS00825	contig2_139
CLOSPO_RS00830	contig2_140
CLOSPO_RS00835	contig2_141
CLOSPO_RS00840	contig2_142
CLOSPO_RS00845	contig2_143
CLOSPO_RS00850	contig2_144
CLOSPO_RS00855	contig2_145
CLOSPO_RS00860	contig2_146
CLOSPO_RS00865	contig2_147
CLOSPO_RS00870	contig2_148
CLOSPO_RS00875	contig2_149
CLOSPO_RS00880	contig2_150
CLOSPO_RS00885	contig2_151
CLOSPO_RS00890	contig2_152
CLOSPO_RS00895	contig2_153
CLOSPO_RS00900	contig2_154
CLOSPO_RS00905	contig2_155
CLOSPO_RS00910	contig2_156
CLOSPO_RS00915	contig2_157
CLOSPO_RS00920	contig2_158
CLOSPO_RS00925	contig2_159
CLOSPO_RS00930	contig2_160
CLOSPO_RS00935	contig2_161
CLOSPO_RS00940	contig2_162
CLOSPO_RS20410	contig2_163
CLOSPO_RS00950	contig2_164
CLOSPO_RS00955	contig2_165
CLOSPO_RS00960	contig2_166
CLOSPO_RS00965	contig2_167
CLOSPO_RS00970	contig2_168
CLOSPO_RS00975	contig2_169
CLOSPO_RS00980	contig2_170
CLOSPO_RS00985	contig2_171
CLOSPO_RS00990	contig2_172
CLOSPO_RS00995	contig2_173
CLOSPO_RS01000	contig2_174
CLOSPO_RS01005	contig2_175
CLOSPO_RS01010	contig2_176
CLOSPO_RS01015	contig2_177
CLOSPO_RS01020	contig2_178
CLOSPO_RS01025	contig2_179
CLOSPO_RS01030	contig2_180
CLOSPO_RS01035	contig2_181
CLOSPO_RS01040	contig2_182
CLOSPO_RS01045	contig2_183
CLOSPO_RS19095	contig2_184
CLOSPO_RS20050	contig2_185
CLOSPO_RS01055	contig2_186
CLOSPO_RS01060	contig2_187
CLOSPO_RS01065	contig2_188
CLOSPO_RS01070	contig2_189
CLOSPO_RS01075	contig2_190
CLOSPO_RS01080	contig2_191
CLOSPO_RS01085	contig2_192
CLOSPO_RS01090	contig2_193
CLOSPO_RS19100	contig2_194
CLOSPO_RS01100	contig2_195
CLOSPO_RS01105	contig2_196
CLOSPO_RS01110	contig2_197
CLOSPO_RS19880	contig2_198
CLOSPO_RS01120	contig2_199
CLOSPO_RS01125	contig2_200
CLOSPO_RS01130	contig2_201
CLOSPO_RS01135	contig2_202
CLOSPO_RS01140	contig2_203
CLOSPO_RS01145	contig2_204
CLOSPO_RS01150	contig2_205
CLOSPO_RS01155	contig2_206
CLOSPO_RS01160	contig2_207
CLOSPO_RS01165	contig2_208
CLOSPO_RS01170	contig2_209
CLOSPO_RS01175	contig2_210
CLOSPO_RS01180	contig2_211
CLOSPO_RS01185	contig2_212
CLOSPO_RS01190	contig2_213
CLOSPO_RS01195	contig2_214
CLOSPO_RS01200	contig2_215
CLOSPO_RS01205	contig2_216
CLOSPO_RS01210	contig2_217
CLOSPO_RS01215	contig2_218
CLOSPO_RS01220	contig2_219
CLOSPO_RS01225	contig2_220
CLOSPO_RS01230	contig2_221
CLOSPO_RS01235	contig2_222
CLOSPO_RS01240	contig2_223
CLOSPO_RS01245	contig2_224
CLOSPO_RS01250	contig2_225
CLOSPO_RS01255	contig2_226
CLOSPO_RS01260	contig2_227
CLOSPO_RS01265	contig2_228
CLOSPO_RS01270	contig2_229
CLOSPO_RS01275	contig2_230
CLOSPO_RS01280	contig2_231
CLOSPO_RS01285	contig2_232
CLOSPO_RS01290	contig2_233
CLOSPO_RS01295	contig2_234
CLOSPO_RS01300	contig2_235
CLOSPO_RS01305	contig2_236
CLOSPO_RS01310	contig2_237
CLOSPO_RS01315	contig2_238
CLOSPO_RS01320	contig2_239
CLOSPO_RS01325	contig2_240
CLOSPO_RS01330	contig2_241
CLOSPO_RS19885	contig2_242
CLOSPO_RS01340	contig2_243
CLOSPO_RS01345	contig2_244
CLOSPO_RS01350	contig2_245
CLOSPO_RS01355	contig2_246
CLOSPO_RS01360	contig2_247
CLOSPO_RS01365	contig2_248
CLOSPO_RS01370	contig2_249
CLOSPO_RS01375	contig2_250
CLOSPO_RS01380	contig2_251
CLOSPO_RS01385	contig2_252
CLOSPO_RS01390	contig2_253
CLOSPO_RS01395	contig2_254
CLOSPO_RS01405	contig2_255
CLOSPO_RS01410	contig2_256
CLOSPO_RS01415	contig2_257
CLOSPO_RS01420	contig2_258
CLOSPO_RS01425	contig2_259
CLOSPO_RS01430	contig2_260
CLOSPO_RS01435	contig2_261
CLOSPO_RS01440	contig2_262
CLOSPO_RS01445	contig2_263
CLOSPO_RS01450	contig2_264
CLOSPO_RS01455	contig2_265
CLOSPO_RS01460	contig2_266
CLOSPO_RS01465	contig2_267
CLOSPO_RS01470	contig2_268
CLOSPO_RS01475	contig2_269
CLOSPO_RS01480	contig2_270
CLOSPO_RS01485	contig2_271
CLOSPO_RS01490	contig2_272
CLOSPO_RS01495	contig2_273
CLOSPO_RS01500	contig2_274
CLOSPO_RS01505	contig2_275
CLOSPO_RS01510	contig2_276
CLOSPO_RS01515	contig2_277
CLOSPO_RS01520	contig2_278
CLOSPO_RS01525	contig2_279
CLOSPO_RS01530	contig2_280
CLOSPO_RS01535	contig2_281
CLOSPO_RS01540	contig2_282
CLOSPO_RS01545	contig2_283
CLOSPO_RS01550	contig2_284
CLOSPO_RS01555	contig2_285
CLOSPO_RS01560	contig2_286
CLOSPO_RS01565	contig2_287
CLOSPO_RS01570	contig2_288
CLOSPO_RS01575	contig2_289
CLOSPO_RS01580	contig2_290
CLOSPO_RS01585	contig2_291
CLOSPO_RS01590	contig2_292
CLOSPO_RS01595	contig2_293
